,usageclass,checkouttype,materialtype,checkoutyear,checkoutmonth,checkouts,title,creator,subjects,publisher,publicationyear
263,Physical,Horizon,BOOK,2007,12,1,Rich in love / Josephine Humphreys.,"Humphreys, Josephine","Teenagers Fiction, Southern States Fiction, Domestic fiction","Penguin Books,","2000, c1987."
264,Physical,Horizon,BOOK,2007,12,6,Chobits 7,,"Man woman relationships Fiction, Graphic novels Japan, Comic books strips etc, Graphic novels, Science fiction comic books strips etc, Androids Fiction",,
265,Physical,Horizon,BOOK,2007,12,1,Batteries bulbs and wires,,"Electricity Experiments, Experiments, Electricity Experiments Juvenile literature, Electricity Juvenile literature, Magnets Experiments Juvenile literature, Magnets Experiments, Magnets Juvenile literature",,
266,Physical,Horizon,VIDEODISC,2007,12,3,Nada,,"Feature films, Postal service Cuba Employees Drama, Cuba Social conditions Drama, Motion pictures Spanish",,
267,Physical,Horizon,BOOK,2007,12,13,The devil's feather / Minette Walters.,"Walters, Minette","Foreign correspondents Fiction, Serial murderers Fiction, Dorset England Fiction, Psychological fiction, Suspense fiction","Alfred A. Knopf,",c2006.
268,Physical,Horizon,BOOK,2007,12,1,"Asian wraps : deliciously easy hand-held bundles to stuff, wrap, and relish / Nina Simonds ; photography by Melanie Acevedo.","Simonds, Nina","Stuffed foods Cooking, Cooking Asian","William Morrow,",c2000.
269,Physical,Horizon,BOOK,2007,12,2,rough guide to Bulgaria,,Bulgaria Guidebooks,,
270,Physical,Horizon,BOOK,2007,12,1,Circle of three a novel,,"Domestic fiction, Mothers and daughters Fiction, Grandmothers Fiction, Virginia Fiction, Women Virginia Fiction",,
271,Physical,Horizon,BOOK,2007,12,4,Ink the book of all hours,,Fantasy fiction,,
272,Physical,Horizon,BOOK,2007,12,2,Altyn-tolobas : roman / Boris Akunin.,"Akunin, B. (Boris)",,"Izd. Dom ""Neva"" ; Izd-vo ""OLMA-PRESS"",",2000.
273,Physical,Horizon,BOOK,2007,12,2,Forward the foundation,,"Science fiction, Historians Fiction, Seldon Hari Fictitious character Fiction, Prophecy Fiction",,
274,Physical,Horizon,BOOK,2007,12,1,Jacks run,,"Kidnapping Fiction, Rescues Fiction, Witnesses Protection Fiction, Argentina Fiction, Escapes Fiction, Drug dealers Fiction",,
275,Physical,Horizon,BOOK,2007,12,28,I stink! / Kate & Jim McMullan.,"McMullan, Kate",Refuse and refuse disposal Fiction,"Joanne Cotler Books,",c2002.
276,Physical,Horizon,BOOK,2007,12,1,making of the Magdalen preaching and popular devotion in the later Middle Ages,,"Christian hagiography, Spiritual life History of doctrines Middle Ages 600 1500, Mary Magdalene Saint Cult Italy History Middle Ages 600 1500, Mary Magdalene Saint Cult France Provence History Middle Ages 600 1500, Preaching Italy History Middle Ages 600 1500, Women in Christianity Italy History To 1500, Preaching France Provence History Middle Ages 600 1500, Women in Christianity France Provence History To 1500, Italy Church history, Provence France Church history",,
277,Physical,Horizon,BOOK,2007,12,2,Tadpoles,,"Animals Infancy Fiction, Growth Fiction, Babies Fiction, Frogs Fiction, Tadpoles Fiction, Tadpoles Juvenile fiction",,
278,Physical,Horizon,BOOK,2007,12,1,Cordelia's honor / Lois McMaster Bujold.,"Bujold, Lois McMaster",Science fiction,"Baen,","[1999], c1996."
279,Physical,Horizon,BOOK,2007,12,5,Hunter's big sister / by Laura Malone Elliott ; illustrations by Lynn Munsinger.,"Elliott, Laura, 1957-","Brothers and sisters Fiction, Procyon Juvenile fiction, Raccoon Juvenile fiction","Katherine Tegen Books,",2007.
280,Physical,Horizon,BOOK,2007,12,1,American nomads travels with lost conquistadors mountain men cowboys Indians hoboes and bullriders,,"United States Description and travel, Grant Richard 1963 Travel United States",,
281,Physical,Horizon,SOUNDDISC,2007,12,3,Cover the butter,,"Psychological fiction, Married women Fiction, Time travel Fiction, Middle aged women Fiction, Conflict of generations Fiction, Provence France Fiction, Parent and adult child Fiction",,
282,Physical,Horizon,BOOK,2007,12,2,good life your dogs first year,,"Dogs, Dogs Training, Puppies, Dogs Behavior",,
283,Physical,Horizon,BOOK,2007,12,1,Patterns,,"Handicraft, Geometry, Geometry Juvenile literature",,
284,Physical,Horizon,BOOK,2007,12,2,Traveler's guide to the solar system / Giles Sparrow.,"Sparrow, Giles, 1970-","Solar system, Planets Exploration","Collins,",2007.
285,Physical,Horizon,CR,2007,12,4,Artist's & graphic designer's market.,,Art United States Marketing Directories,"F&W Publications [for] Writer's Digest Books,",c1994-
286,Physical,Horizon,BOOK,2007,12,1,"Tugs, towboats and towing. By Edward M. Brady.","Brady, Edward Michael.","Tugboats, Towing","Cornell Maritime Press,",1967.
287,Physical,Horizon,BOOK,2007,12,2,Your money matters 21 tips for achieving financial security in the 21st century,,"Finance Personal, Investments",,
288,Physical,Horizon,SOUNDDISC,2007,12,5,Bajazet,,Operas,,
289,Physical,Horizon,SOUNDDISC,2007,12,4,Live at the Boston Tea Party Part one,,"Rock music 1961 1970, Blues Music 1961 1970",,
290,Physical,Horizon,VIDEOCASS,2007,12,2,Donner Party,,"Video recordings for the hearing impaired, Overland journeys to the Pacific, Donner Party",,
291,Physical,Horizon,SOUNDDISC,2007,12,1,Spike Co do it a cappella,,"Popular music, Television music",,
292,Physical,Horizon,BOOK,2007,12,1,After the Armistice Ball / Catriona McPherson.,"McPherson, Catriona, 1965-","Murder Investigation Scotland Galloway Fiction, Upper class Fiction, Galloway Scotland Fiction, Mystery fiction","Carroll & Graf Publishers,",2005.
293,Physical,Horizon,SOUNDCASS,2007,12,1,Riptide,,"Romantic suspense fiction, New York N Y Fiction",,
294,Physical,Horizon,SOUNDDISC,2007,12,6,Concert in the garden,,"Big band music, Jazz 2001 2010",,
295,Physical,Horizon,BOOK,2007,12,2,Walking your blues away : how to heal the mind and create emotional well-being / Thom Hartmann.,"Hartmann, Thom, 1951-","Walking Health aspects, Walking Psychological aspects, Movement therapy","Park Street Press,",c2006.
296,Physical,Horizon,SOUNDDISC,2007,12,2,Salome dances for peace,,String quartets,,
297,Physical,Horizon,BOOK,2007,12,1,Mayo Clinic on arthritis,,"Rheumatoid arthritis, Arthritis, Osteoarthritis",,
298,Physical,Horizon,SOUNDDISC,2007,12,5,devil in the white city murder magic madness and the fair that changed America,,"Worlds Columbian Exposition 1893 Chicago Ill, Mudgett Herman W 1861 1896, Serial murderers Illinois Chicago Biography, Serial murders Illinois Chicago Case studies",,
299,Physical,Horizon,BOOK,2007,12,6,I got community,,"Stories in rhyme, Neighborhood Fiction, Community life Fiction",,
300,Physical,Horizon,BOOK,2007,12,1,interrogation,,"Large type books, Mystery fiction, Children Crimes against Fiction, Police questioning Fiction",,
301,Physical,Horizon,BOOK,2007,12,5,How to draw more Manga,,"Drawing Technique, Cartooning Technique",,
302,Physical,Horizon,SOUNDCASS,2007,12,1,Radios best kids shows,,"Radio programs, Golden Age of After School Radio Radio program",,
303,Physical,Horizon,BOOK,2007,12,1,The prince and the pilgrim / Mary Stewart.,"Stewart, Mary, 1916-2014","Arthur King Fiction, Britons Kings and rulers Fiction, Knights and knighthood Great Britain Fiction, Arthurian romances Adaptations, Historical fiction, Fantasy fiction","W. Morrow & Co.,",c1995.
304,Physical,Horizon,SOUNDDISC,2007,12,2,Under the northern lights,,"Christian fiction, Alaska Fiction, Frontier and pioneer life Fiction, Kidnapping victims Fiction",,
305,Physical,Horizon,BOOK,2007,12,2,Watchers,,Suspense fiction,,
306,Physical,Horizon,BOOK,2007,12,1,Let it be Abbey Road the Beatles,,"Beatles Abbey Road, Rock music History and criticism, Beatles Let it be",,
307,Physical,Horizon,BOOK,2007,12,20,Flush / Carl Hiaasen.,"Hiaasen, Carl","Environmental protection Juvenile fiction, River boats Juvenile fiction, Fathers Juvenile fiction, Florida Juvenile fiction","Alfred A. Knopf : Distributed by Random House,",2005.
308,Physical,Horizon,BOOK,2007,12,1,invisible path to success seven steps to understanding and managing the unseen forces shaping your life,,"Success, Self actualization Psychology",,
309,Physical,Horizon,BOOK,2007,12,2,dream thief,,"Cartoons and comics, Fantasy, Magic Fiction, Brothers and sisters Fiction, Missing persons Fiction, Graphic novels",,
310,Physical,Horizon,BOOK,2007,12,1,Desperation dinners,,Quick and easy cookery,,
311,Physical,Horizon,BOOK,2007,12,5,Max and Ruby's Midas : another Greek myth / Rosemary Wells.,"Wells, Rosemary","Food habits Juvenile fiction, Brothers and sisters Fiction, Rabbits Juvenile fiction","Dial Books for Young Readers,",c1995.
312,Physical,Horizon,VIDEODISC,2007,12,19,best of Dudley Do Right or 15 not so right adventures Volume 1,,"Canada Fiction, Animated films, Childrens films, Royal Canadian Mounted Police Fiction, Law enforcement Fiction",,
313,Physical,Horizon,BOOK,2007,12,2,Tough enough,,Historical fiction,,
314,Physical,Horizon,BOOK,2007,12,1,Gout : the patrician malady / Roy Porter and G.S. Rousseau.,"Porter, Roy, 1946-2002.",Gout History,"Yale University Press,",c1998.
315,Physical,Horizon,BOOK,2007,12,1,Culture shock Korea,,"Culture shock, Korea South Description and travel, Korea South Social life and customs, Etiquette Korea South",,
316,Physical,Horizon,BOOK,2007,12,10,Little Lulu Color special,,"Cartoons and comics, Comic books strips etc, Little Lulu Fictitious character Comic books strips etc",,
317,Physical,Horizon,BOOK,2007,12,1,prince of Nantucket a novel,,"Self actualization Psychology Fiction, United States Congress Senate Elections Fiction, Nantucket Mass Fiction, Political candidates Family relationships Fiction",,
318,Physical,Horizon,VIDEODISC,2007,12,4,"DragonBall Z. Broly, the legendary Super Saiyan [videorecording] / Bird Studio/Shueisha, Toei Animation ; English version by FUNimation Productions ; producers, Daniel Cocanougher, Barry Watson.",,Anime Japan,"FUNimation Productions,",c2003.
319,Physical,Horizon,SOUNDDISC,2007,12,6,Never never land,,"Popular music 1991 2000, Rock music 2001 2010",,
320,Physical,Horizon,BOOK,2007,12,1,very easy death,,,,
321,Physical,Horizon,BOOK,2007,12,2,Getting off a womans guide to masturbation,,Female masturbation,,
322,Physical,Horizon,BOOK,2007,12,4,Tiny tortilla / Arlene Williams ; illustrated by G. Brian Karas.,"Williams, Arlene","Tortillas Juvenile fiction, Magic Fiction","Dutton Children's Books,",2005.
323,Physical,Horizon,BOOK,2007,12,1,Circle time science,,"Science Study and teaching Early childhood, Group work in education, Early childhood education Activity programs",,
324,Physical,Horizon,SOUNDDISC,2007,12,5,Children's ballet music [sound recording] / by Gertrude Hallenbeck.,"Choras, Catherine.",Dance accompaniment music Juvenile sound recordings,"Kimbo Educational,",p2001.
325,Physical,Horizon,VIDEODISC,2007,12,12,Star wars clone wars Volume two,,"Video recordings for the hearing impaired, Animated films, Vader Darth Fictitious character Fiction, Rites and ceremonies Fiction, Childrens films",,
326,Physical,Horizon,BOOK,2007,12,4,A handful of beans : six fairy tales / retold by Jeanne Steig ; with pictures by William Steig.,"Steig, Jeanne",Fairy tales,"Michael di Capua Books/Harper Collins Publishers,",1998.
327,Physical,Horizon,VIDEODISC,2007,12,14,Winnie the Pooh Wonderful word adventure,,"Winnie the Pooh Fictitious character Juvenile films, Video recordings for the hearing impaired, Animated films, Childrens films, English language Synonyms and antonyms Juvenile films, Word games Juvenile films",,
328,Physical,Horizon,BOOK,2007,12,1,These high green hills,,"Large type books, Christian fiction, Domestic fiction, City and town life United States Fiction",,
329,Physical,Horizon,SOUNDDISC,2007,12,4,Grosse Pointe blank more music from the film,,"Rock music, Motion picture music",,
330,Physical,Horizon,BOOK,2007,12,1,"Terrorism and the constitution : sacrificing civil liberties in the name of national security / David Cole, James X. Dempsey ; foreword by Carole Goldberg.","Cole, David, 1958-","United States Federal Bureau of Investigation, United States Constitution 1st Amendment, United States Antiterrorism and Effective Death Penalty Act of 1996, National security Law and legislation United States, Terrorism United States Prevention, Civil rights United States","New Press,",c2002.
331,Physical,Horizon,BOOK,2007,12,1,Stella the star,,"Schools Fiction, Theater Fiction, Parent and child Fiction",,
332,Physical,Horizon,SOUNDDISC,2007,12,2,Paganini for two [sound recording] / Nicolo Paganini.,"Paganini, Nicolò, 1782-1840","Sonatas Violin and guitar, Sonatas Violin and guitar Excerpts, Variations Violin and guitar Arranged, Violin and guitar music Arranged","Deutsche Grammophon ; Manufactured and marketed by PolyGram Records,",p1993.
333,Physical,Horizon,BOOK,2007,12,1,Feng shui the ancient wisdom of harmonious living for modern times,,Feng shui,,
334,Physical,Horizon,BOOK,2007,12,1,Zapata the ideology of a peasant revolutionary,,"Mexico History 1910 1946, Zapata Emiliano 1879 1919, Zapata Emiliano 1879 1919 Philosophy, Mexico History Revolution 1910 1920 Philosophy",,
335,Physical,Horizon,VIDEOCASS,2007,12,1,Sharks,,"Television programs for children, Video recordings for the hearing impaired, Childrens films, Wildlife films, Sharks Juvenile films",,
336,Physical,Horizon,VIDEOCASS,2007,12,6,Austin Powers international man of mystery,,"Video recordings for the hearing impaired, Feature films, Comedy films",,
337,Physical,Horizon,VIDEOCASS,2007,12,2,J P Patches Vol 4 J Ps magic house,,"Television programs for children, Childrens films",,
338,Physical,Horizon,BOOK,2007,12,1,hero,,"Conduct of life Fiction, Fathers and sons Fiction, Honesty Fiction",,
339,Physical,Horizon,BOOK,2007,12,1,way to U S citizenship,,Citizenship United States Examinations questions etc,,
340,Physical,Horizon,SOUNDDISC,2007,12,1,Reggae Christmas,,"Christmas music, Reggae music",,
341,Physical,Horizon,BOOK,2007,12,22,Shattered dreams : my life as a polygamist's wife / Irene Spencer.,"Spencer, Irene, 1937-","Spencer Irene 1937, Polygamy Utah, Mormon fundamentalism Utah, Mormon families Utah","Center Street,",2007.
342,Physical,Horizon,VIDEODISC,2007,12,12,Sword in the stone,,"Animated films, Video recordings for the hearing impaired, Childrens films, Arthur King Fiction, Arthurian romances Adaptations Juvenile films",,
343,Physical,Horizon,BOOK,2007,12,2,Wizard or witch? / by Tony Abbott ; illustrated by David Merrell ; cover illustration by Tim Jessell.,"Abbott, Tony, 1952-","Wizards Juvenile fiction, Witches Juvenile fiction","Scholastic,",c2004.
344,Physical,Horizon,BOOK,2007,12,2,Muoi dai tuong so i Trung Quoc,,Generals China Biography,,
345,Physical,Horizon,SOUNDDISC,2007,12,6,Mozart effect music for children,,"Chamber music Juvenile sound recordings, Orchestral music Juvenile sound recordings, Music therapy Songs and music, Orchestral music, Chamber music, Music therapy Songs and music, Orchestral music, Chamber music, Music therapy Songs",,
346,Physical,Horizon,VIDEODISC,2007,12,8,"The damned [videorecording] = Götterdämmerung / Eichberg Film GmbH, Praesidens-Pegaso Italnoleggio ; produced by Ever Haggiag and Alfred Levy ; directed by Luchino Visconti ; original story and screenplay by Nichola Badalucco, Enrico Medioli, Luchino Visconti.",,"Germany History 1933 1945 Drama, Germany History Night of the Long Knives 1934 Drama, Feature films, Historical films","Warner Home Video,","[2004], c1969."
347,Physical,Horizon,BOOK,2007,12,2,Extraordinary Interiors decorating with architectural salvage antiques,,"Found objects Art in interior decoration, Decoration and ornament Architectural in interior decoration",,
348,Physical,Horizon,BOOK,2007,12,1,Fire truck nuts and bolts,,"Fire engines Design and construction Juvenile literature, Fire engines Design and construction",,
349,Physical,Horizon,SOUNDDISC,2007,12,1,Nhat kì hai dua mnh,,"Songs Vietnamese, Popular music Vietnam 1991 2000",,
350,Physical,Horizon,SOUNDDISC,2007,12,4,discomfort zone a personal history,,"Authors American 20th century Biography, Franzen Jonathan",,
351,Physical,Horizon,BOOK,2007,12,1,Frank Lloyd Wright master builder,,"Wright Frank Lloyd 1867 1959 Criticism and interpretation, Architecture United States 20th century Themes motives",,
352,Physical,Horizon,BOOK,2007,12,1,Beach alibi,,"Erotic fiction, Love stories, Romantic suspense fiction, Spy stories, Intelligence service Fiction, Man woman relationships Fiction",,
353,Physical,Horizon,BOOK,2007,12,1,The fortune-tellers / by Lloyd Alexander ; illustrated by Trina Schart Hyman.,"Alexander, Lloyd","Fortune telling Fiction, Humorous stories, Cameroon Juvenile fiction","Dutton Children's Books,",c1992.
354,Physical,Horizon,BOOK,2007,12,3,R is for race a stock car alphabet,,"Alphabet, Automobile racing, Stock car racing, English language Alphabet Juvenile literature, Stock car racing Juvenile literature",,
355,Physical,Horizon,BOOK,2007,12,3,Hui jian xin mo / Liang Yousheng.,"Liang, Yusheng",Martial arts fiction Chinese,"Feng yun shi dai chu ban gong si,",1995.
356,Physical,Horizon,BOOK,2007,12,1,bicycle touring manual using the bicycle for touring and camping,,"Bicycle touring United States Equipment and supplies Handbooks manuals etc, Camping United States Equipment and supplies Handbooks manuals etc",,
357,Physical,Horizon,VIDEODISC,2007,12,6,Heart of dragon,,"Adventure films, Brothers China Hong Kong Drama, Feature films, Motion pictures Chinese",,
358,Physical,Horizon,BOOK,2007,12,1,passion,,,,
359,Physical,Horizon,MIXED,2007,12,1,ILLM Fire brimstone sex lies and drama,,,,
360,Physical,Horizon,VIDEOCASS,2007,12,8,Maid in Manhattan,,"Video recordings for the hearing impaired, Feature films, Man woman relationships Drama, Comedy films, Hotel cleaning personnel Drama, Politicians New York State Drama",,
361,Physical,Horizon,BOOK,2007,12,2,"The Lewis and Clark companion : an encyclopedic guide to the voyage of discovery / Stephenie Ambrose Tubbs, with Clay Straus Jenkinson.","Tubbs, Stephenie Ambrose","Lewis and Clark Expedition 1804 1806 Encyclopedias, West U S Discovery and exploration Encyclopedias, West U S Description and travel Encyclopedias","Henry Holt,",2003.
362,Physical,Horizon,VIDEODISC,2007,12,2,Noodlebug On the move,,"Animated films, Childrens films, Childrens songs Juvenile films, Transportation Juvenile films",,
363,Physical,Horizon,BOOK,2007,12,2,Love is random too,,"Teenage girls Fiction, Dating Social customs Fiction",,
364,Physical,Horizon,VIDEOCASS,2007,12,1,"The Art of Edward S. Curtis, Asahel Curtis in sepia [videorecording] / Sepia Productions ; written and produced by Robert W. Mull.",,"Curtis Edward S 1868 1952, Curtis Asahel 1874 1941, Photographers Washington State Seattle","Sepia Productions,",c1989.
365,Physical,Horizon,BOOK,2007,12,1,A story like the wind.,"Van der Post, Laurens",,"Morrow,",1972.
366,Physical,Horizon,SOUNDDISC,2007,12,5,Liberation Afro beat Vol 1,,"Funk Music, World music, Popular music 2001 2010",,
367,Physical,Horizon,BOOK,2007,12,3,Born on a blue day [text (large print)] : inside the extraordinary mind of an autistic savant / Daniel Tammet.,"Tammet, Daniel, 1979-","Tammet Daniel 1979 Mental health, Autistic people England Biography, Savants Savant syndrome England Biography, Large type books","Thorndike Press,","2007, c2006."
368,Physical,Horizon,BOOK,2007,12,1,Soap soup and other verses,,"Childrens poetry American, American poetry",,
369,Physical,Horizon,BOOK,2007,12,1,Andrews loose tooth,,"Teeth Fiction, Tooth Fairy Fiction",,
370,Physical,Horizon,BOOK,2007,12,2,Sex with kings 500 years of adultery power rivalry and revenge,,"Europe Social life and customs, Favorites Royal Europe Biography, Mistresses Europe Biography, Scandals Europe History, Europe Kings and rulers Paramours Biography, Europe Court and courtiers History",,
371,Physical,Horizon,VIDEODISC,2007,12,9,The Nutcracker [videorecording] / an American Ballet Theatre and Mikhail Baryshnikov production ; produced by Yanna Kroyt Brandt ; directed Tony Charmoli.,,"Nutcrackers Implements Drama, Childrens dreams Drama, Ballets Drama, Feature films","Kultur Video,",[2004]
372,Physical,Horizon,VIDEODISC,2007,12,9,"The Blind Swordsman [videorecording] : Zatoichi / Miramax Films ; Shochiku ; Office Kitano ; written and directed by Takeshi Kitano. Sonatine / Miramax Films ; Shouchiku Co., Ltd. ; a Bandai Visual/Shouchiku Daiichi Kougyo production ; Kazuyoshi Okuyama presents a Takeshi Kitano film.",,"Samurai Drama, Swordsmen Drama, Yakuza Drama, Feature films, Martial arts films, Motion pictures Japanese, Action and adventure films","Miramax Films ; Buena Vista Home Entertainment,",2003.
373,Physical,Horizon,BOOK,2007,12,2,Freeing the angry mind how men can use mindfulness reason to save their lives relationships,,"Interpersonal relations, Men Psychology, Self management Psychology, Anger",,
374,Physical,Horizon,BOOK,2007,12,1,Moontrap,,"Historical fiction, Western stories, Married people Fiction, Farm life Fiction, Trappers Fiction, Shoshoni women Fiction, Fur trade Fiction, Willamette River Valley Or Fiction",,
375,Physical,Horizon,BOOK,2007,12,1,"Wisconsin curiosities : quirky characters, roadside oddities & other offbeat stuff / Michael Feldman and Diana Cook.","Feldman, Michael, 1949-","Curiosities and wonders Wisconsin, Wisconsin Miscellanea, Wisconsin Guidebooks","Globe Pequot Press,",c2000.
376,Physical,Horizon,BOOK,2007,12,1,A sea of words : a lexicon and companion for Patrick O'Brian's seafaring tales / Dean King ; with [introductory essays by] John B. Hattendorf and J. Worth Estes.,"King, Dean","OBrian Patrick 1914 2000 Dictionaries, OBrian Patrick 1914 2000 Language Glossaries etc, Historical fiction English Dictionaries, Naval art and science Dictionaries, Sea stories English Dictionaries","Henry Holt,",1995.
377,Physical,Horizon,BOOK,2007,12,2,Lost in your arms,,"Love stories, Amnesia Fiction, Married people Fiction",,
378,Physical,Horizon,BOOK,2007,12,3,A taste of magic / Andre Norton and Jean Rabe.,"Norton, Andre","Young women Fiction, Revenge Fiction, Magic Fiction, Fantasy fiction","Tor,",2006.
379,Physical,Horizon,BOOK,2007,12,1,Westward ho! : eleven explorers of the West / by Charlotte Foltz Jones.,"Jones, Charlotte Foltz","Explorers West U S Biography Juvenile literature, Pioneers West U S Biography Juvenile literature, West U S Biography Juvenile literature, West U S Discovery and exploration Juvenile literature, West U S History Juvenile literature, Frontier and pioneer life West U S Juvenile literature, Explorers Juvenile literature, Pioneers Juvenile literature, West U S Biography, West U S Discovery and exploration, West U S History","Holiday House,",c2005.
380,Physical,Horizon,BOOK,2007,12,1,In'gan e taehan yeui : Kong Chi-yong sosoljip.,"Kong, Chi-yŏng, 1963-",,"Ch`angjak kwa Pip`yongsa,",1994.
381,Physical,Horizon,BOOK,2007,12,1,dictators Hitlers Germany and Stalins Russia,,"Hitler Adolf 1889 1945, Communism, Totalitarianism, National socialism, Germany Politics and government 1933 1945, Soviet Union Politics and government 1936 1953, Stalin Josef 1879 1953, Dictators Germany, Dictators Soviet Union",,
382,Physical,Horizon,MUSIC,2007,12,1,piano collection piano vocal guitar,,Rock music,,
383,Physical,Horizon,BOOK,2007,12,2,Autumn leaves / by Ken Robbins.,"Robbins, Ken","Leaves Color Juvenile literature, Leaves Morphology Juvenile literature, Fall foliage Juvenile literature, Leaves Juvenile literature","Scholastic Press,",c1998.
384,Physical,Horizon,BOOK,2007,12,1,Gringo,,"Large type books, Western stories, West U S History Fiction, McNally Brogan Fictitious character Fiction",,
385,Physical,Horizon,SOUNDDISC,2007,12,3,Together for the first time,,Blues Music 1971 1980,,
386,Physical,Horizon,BOOK,2007,12,1,Miss Seeton rules,,"Mystery fiction, England Fiction, Women detectives England Fiction, Seeton Miss Fictitious character Fiction",,
387,Physical,Horizon,BOOK,2007,12,3,Snow White and the seven dwarfs / adapted by Joan Aiken ; illustrated by Belinda Downes.,"Aiken, Joan, 1924-2004","Fairy tales, Folklore Germany Juvenile literature","DK Pub.,",2002.
388,Physical,Horizon,SOUNDDISC,2007,12,6,Wild gift [sound recording] / X.,X (Musical group),"Rock music 1971 1980, Rock music 1981 1990","Rhino/Slash,",p2001.
389,Physical,Horizon,SOUNDDISC,2007,12,2,Out of nowhere [sound recording] / James Carter.,"Carter, James, 1969-","Jazz 2001 2010, Saxophone music Jazz","Half Note Records,",p2005.
390,Physical,Horizon,BOOK,2007,12,2,Why is it always about you? : the seven deadly sins of narcissism / Sandy Hotchkiss.,"Hotchkiss, Sandy, 1947-",Narcissism,"Free Press,",2003.
391,Physical,Horizon,BOOK,2007,12,2,Seattle's Fremont / Helen Divjak.,"Divjak, Helen","Neighborhoods Washington State Seattle, Fremont Seattle Wash History","Arcadia,",c2006.
392,Physical,Horizon,BOOK,2007,12,1,Peace begins with you / Katherine Scholes ; illustrated by Robert Ingpen.,"Scholes, Katherine.",Peace Juvenile literature,"Sierra Club Books ; Little, Brown,",1990.
393,Physical,Horizon,SOUNDDISC,2007,12,8,51 50 ratchet,,"Rap Music, Popular music 2001 2010",,
394,Physical,Horizon,MIXED,2007,12,1,ILLM Austin American,,,,
395,Physical,Horizon,SOUNDDISC,2007,12,2,Breakthrough thinking strategies for winning big in business,,"Success in business, Creative ability in business",,
396,Physical,Horizon,BOOK,2007,12,1,All about chinchillas,,Chinchillas as pets,,
397,Physical,Horizon,SOUNDCASS,2007,12,1,Marc Browns Arthur chapter books Volume 4,,"Schools Fiction, Aardvark Fiction, Interpersonal relations Fiction",,
398,Physical,Horizon,VIDEOCASS,2007,12,1,Who am I Why am I here,,"Religion Philosophy, Spiritual life, Self actualization Psychology, Self realization Religious aspects",,
399,Physical,Horizon,BOOK,2007,12,1,Quick & easy pages / by Joanna Campbell Slan.,"Campbell-Slan, Joanna",Scrapbooks Handbooks manuals etc,"Betterway Books & North Light Books : EFG, Inc.,",2001.
400,Physical,Horizon,BOOK,2007,12,3,The mightiest heart / by Lynn Cullen ; illustrated by Laurel Long.,"Cullen, Lynn",Folklore Wales Juvenile literature,"Dial Books for Young Readers,",c1998.
401,Physical,Horizon,BOOK,2007,12,4,Dance dance dance / a novel by Haruki Murakami ; translated by Alfred Birnbaum.,"Murakami, Haruki, 1949-","Japan Fiction, Domestic fiction","Vintage Books,",1995.
402,Physical,Horizon,BOOK,2007,12,1,London companion,,London England Miscellanea,,
403,Physical,Horizon,BOOK,2007,12,1,Paint it black,,"Suspense fiction, Serial murderers Florida Fiction, Kincaid Louis Fictitious character Fiction",,
404,Physical,Horizon,BOOK,2007,12,3,"The Clarks of Cooperstown : their Singer sewing machine fortune, their great and influential art collections, their forty-year feud / Nicholas Fox Weber.","Weber, Nicholas Fox, 1947-","Clark Robert Sterling 1877 1956, Art Collectors and collecting United States Biography, Clark Stephen Carlton 1882 1960","Alfred A. Knopf,",2007.
405,Physical,Horizon,BOOK,2007,12,1,Cassandra by chance [text (large print)] / Betty Neels.,"Neels, Betty",Large type books,"G.K. Hall,","1987, c1973."
406,Physical,Horizon,BOOK,2007,12,2,field guide to household bugs its a jungle in here,,"Insects, Household pests, Insects Identification, Household pests Identification",,
407,Physical,Horizon,SOUNDDISC,2007,12,3,Pimsleur language programs French III B the complete course,,"French language Self instruction, French language Sound recordings for English speakers, French language Study and teaching",,
408,Physical,Horizon,BOOK,2007,12,4,Fodors Arizona,,Arizona Guidebooks,,
409,Digital,OverDrive,AUDIOBOOK,2007,12,1,The New Yorkers (Unabridged),Cathleen Schine,"Fiction, Humor (Fiction)",HighBridge Company,2007
410,Physical,Horizon,BOOK,2007,12,1,Dowafu jiisan no ie zukuri,,"Animals Fiction, Japanese language materials, House construction Fiction",,
411,Physical,Horizon,BOOK,2007,12,9,Dingoes at dinnertime / by Mary Pope Osborne ; illustrated by Sal Murdocca.,"Osborne, Mary Pope","Magic Fiction, Space and time Fiction, Zoology Australia Juvenile fiction, Animals Fiction, Australia Juvenile fiction","Random House,",2000.
412,Physical,Horizon,VIDEOCASS,2007,12,1,Twin Peaks episodes 25 29,,Detective and mystery films,,
413,Physical,Horizon,BOOK,2007,12,2,The senator and the priest / Andrew M. Greeley.,"Greeley, Andrew M., 1928-2013","Clergy Fiction, Legislators Fiction, Brothers Fiction, Political fiction, Washington D C Fiction","Forge,",2006.
414,Physical,Horizon,BOOK,2007,12,1,Refuge,,"Science fiction, Robots Fiction",,
415,Physical,Horizon,BOOK,2007,12,1,The complete stories of Truman Capote / Introduction by Reynolds Price.,"Capote, Truman, 1924-1984",Short stories,"Vintage International,",2005.
416,Digital,OverDrive,AUDIOBOOK,2007,12,2,The Power of Now: A Guide to Spiritual Enlightenment (unabridged) (Unabridged),Eckhart Tolle,"New Age, Nonfiction, Self-Improvement",New World Library,2005
417,Physical,Horizon,BOOK,2007,12,1,Lord of the Isles,,Fantasy fiction,,
418,Physical,Horizon,BOOK,2007,12,4,Othello,,,,
