,usageclass,checkouttype,materialtype,checkoutyear,checkoutmonth,checkouts,title,creator,subjects,publisher,publicationyear
514,Physical,Horizon,BOOK,2007,12,3,Root beer and banana / Sarah Sullivan ; illustrated by Greg Shed.,"Sullivan, Sarah","Friendship Fiction, Sharing Juvenile fiction","Candlewick Press,",2005.
515,Physical,Horizon,SOUNDDISC,2007,12,2,Edgar Meyer [sound recording].,"Meyer, Edgar (Bassist)","Double bass music, Popular instrumental music 2001 2010","Sony Classical,",p2006.
516,Physical,Horizon,BOOK,2007,12,2,"Shi hou da nao tian gong / yu zhu Wu Cheng'en ; bian hui Pan Zhihui hui bian, Cheng mei tang tu wen gong zuo shi.",,"Folklore China Juvenile literature, Chinese language materials","Shang ren wen hua shi ye gu fen you xian gong si,",2006.
517,Physical,Horizon,VIDEOCASS,2007,12,1,Streetwise,,"Feature films, Runaway teenagers Washington State Seattle, Runaway teenagers",,
518,Physical,Horizon,SOUNDDISC,2007,12,1,Free love,,"Songs Chinese, Popular music China 2001 2010",,
519,Physical,Horizon,BOOK,2007,12,1,Shadow of a dark queen,,"Fantasy fiction, Pug Fictitious character Fiction, Midkemia Imaginary place Fiction",,
520,Physical,Horizon,SOUNDDISC,2007,12,1,Kocsis plays Bartók [sound recording].,"Bartók, Béla, 1881-1945",Piano music,"Denon,",p1986.
521,Physical,Horizon,VIDEOCASS,2007,12,2,Bells of St Marys,,"Video recordings for the hearing impaired, Feature films, Musical films",,
522,Physical,Horizon,BOOK,2007,12,3,Outside 25 : classic tales and new voices from the frontiers of adventure / edited and with an introduction by Hal Espen.,,"Outdoor recreation, Outdoor recreation United States","W.W. Norton,",c2002.
523,Physical,Horizon,SOUNDDISC,2007,12,10,Being there [sound recording] / Wilco.,Wilco (Musical group),"Rock music 1991 2000, Country music 1991 2000","Reprise,",p1996.
524,Physical,Horizon,VIDEODISC,2007,12,4,"Le papillon [videorecording] = The butterfly / producer, Patrick Godeau ; written and directed by Philippe Muyl.",,"Butterflies Drama, Butterfly watching Drama, Feature films, Motion pictures French","First Run Features,",[2004]
525,Physical,Horizon,BOOK,2007,12,1,history of ancient Egypt,,Egypt History To 332 B C,,
526,Physical,Horizon,VIDEODISC,2007,12,15,"Harriet, the spy [videorecording] / Paramount Pictures presents in association with Nickelodeon Movies, a Rastar production ; producer, Marykay Powell ; screenplay writers, Douglas Petrie, Theresa Rebeck ; director, Bronwen Hughes.",,"Spies Juvenile drama, School children Juvenile drama, Feature films, Childrens films, Video recordings for the hearing impaired","Paramount,","[2003], c1996."
527,Physical,Horizon,BOOK,2007,12,2,Agatha Raisin and the case of the curious curate / M.C. Beaton.,"Beaton, M. C.","Raisin Agatha Fictitious character Fiction, Women private investigators England Cotswold Hills Fiction, Clergy Crimes against Fiction, Divorced women Fiction, Cotswold Hills England Fiction, Mystery fiction","St. Martin's Minotaur,",2003.
528,Physical,Horizon,SOUNDCASS,2007,12,1,wisdom of forgiveness intimate conversations and journeys,,"Compassion Religious aspects Buddhism, Bstan dzin rgya mtsho Dalai Lama XIV 1935 Interviews, Dalai lamas Interviews, Forgiveness Religious aspects Buddhism, Bstan dzin rgya mtsho Dalai Lama XIV 1935 Travel",,
529,Physical,Horizon,VIDEODISC,2007,12,6,Congress,,"Video recordings for the hearing impaired, United States Congress History, Legislation United States",,
530,Physical,Horizon,BOOK,2007,12,1,Math smart II / by Marcia Lerner.,"Lerner, Marcia",Mathematics,"Random House,",1999.
531,Physical,Horizon,VIDEODISC,2007,12,10,Friends. The complete second season [videorecording] / Bright/Kaufman/Crane Productions ; Warner Bros. Television.,,"Friendship Drama, New York N Y Drama, Video recordings for the hearing impaired, Television series, Fiction television programs, Television comedies","Warner Home Video,",[2002]
532,Physical,Horizon,BOOK,2007,12,1,"Man as an end, a defense of humanism; literary, social, and political essays. Translated from the Italian by Bernard Wall.","Moravia, Alberto, 1907-1990",,"Farrar, Straus & Giroux","[1966, c1965]"
533,Physical,Horizon,SOUNDDISC,2007,12,6,The best of silly songs [sound recording].,,"Childrens songs Juvenile sound recordings, Humorous songs Juvenile sound recordings, Songs","Walt Disney Records,",p2004.
534,Physical,Horizon,BOOK,2007,12,3,The road to Wellville / T. Coraghessan Boyle.,"Boyle, T. Coraghessan","Health resorts Michigan Battle Creek Fiction, Kellogg John Harvey 1852 1943 Fiction, Battle Creek Mich Fiction, Historical fiction, Humorous fiction","Penguin Books,","1994, c1993."
535,Physical,Horizon,BOOK,2007,12,1,Rōma no machikado kara / Shiono Nanami.,"Shiono, Nanami, 1937-",History Miscellanea,"Shinchōsha,",2000.
536,Physical,Horizon,VIDEODISC,2007,12,12,"The people vs. Larry Flynt [videorecording] / Columbia Pictures presents in association with Phoenix Pictures ; an Ixtlan production ; written by Scott Alexander & Larry Karaszewski ; produced by Oliver Stone, Janet Yang and Michael Hausman ; directed by Milos Forman.",,"Flynt Larry Drama, Pornography Drama, Feature films, Comedy films, Video recordings for the hearing impaired","Columbia TriStar Home Video,","[1997], c1996."
537,Physical,Horizon,VIDEODISC,2007,12,11,Chisum,,"Video recordings for the hearing impaired, Chisum John Simpson 1824 1884 Drama, Lincoln County N M History Drama, Feature films, Ranching New Mexico Lincoln County Drama, Western films",,
538,Physical,Horizon,BOOK,2007,12,2,Roofing the right way / Steven Bolt.,"Bolt, Steven, 1949-",Roofing,"McGraw-Hill,",c1997.
539,Physical,Horizon,BOOK,2007,12,18,The Stinky Cheese Man and other fairly stupid tales / by Jon Scieszka & Lane Smith.,"Scieszka, Jon","Fairy tales United States Juvenile fiction, Childrens stories American Juvenile fiction, Fairy tales, Short stories","Viking,",1992.
540,Physical,Horizon,BOOK,2007,12,1,Qu wei er ge 100 shou,,"Nursery rhymes Chinese, Childrens poetry Chinese, Nursery rhymes, Chinese language materials",,
541,Physical,Horizon,BOOK,2007,12,1,plane truth for golfers breaking down the one plane swing and the two plane swing and finding the one thats right for you,,Swing Golf Handbooks manuals etc,,
542,Physical,Horizon,BOOK,2007,12,1,Doohickey a novel,,"Humorous fiction, Mystery fiction, Arson investigation Fiction, Clothing trade Fiction, Partnership Fiction",,
543,Physical,Horizon,BOOK,2007,12,1,Andrew's amazing monsters / by Kathryn Hook Berlan ; illustrated by Maxie Chambliss.,"Berlan, Kathryn Hook","Monsters Juvenile fiction, Drawing Juvenile fiction, Parties Fiction","Atheneum ; Maxwell Macmillan Canada ; Maxwell Macmillan International,",1993.
544,Physical,Horizon,VIDEOCASS,2007,12,1,Gentlemen prefer French Saunders,,"Video recordings for the hearing impaired, Television comedies Great Britain",,
545,Physical,Horizon,BOOK,2007,12,3,Classic still life painting : a contemporary master shows how to achieve old master effects using today's art materials / Jane Jones.,"Jones, Jane",Still life painting Technique,"Watson-Guptill Publications,",2004.
546,Physical,Horizon,BOOK,2007,12,1,Spectral waves : new and uncollected poems / Madeline DeFrees.,"DeFrees, Madeline",,"Copper Canyon Press,",c2006.
547,Physical,Horizon,VIDEOCASS,2007,12,10,Piglets big movie,,"Animated films, Video recordings for the hearing impaired, Feature films, Childrens films, Friendship Fiction, Scrapbooks Fiction, Piglet Fictitious character Fiction",,
548,Physical,Horizon,SOUNDDISC,2007,12,1,Shockn yall,,Country music 2001 2010,,
549,Physical,Horizon,SOUNDDISC,2007,12,5,Heart presents A Lovemongers' Christmas [sound recording].,Lovemongers (Musical group),Christmas music,"Beyond Music/Heart General Partnership,",p2001.
550,Physical,Horizon,SOUNDDISC,2007,12,8,Gurus jazzmatazz streetsoul,,"Rap Music, Popular music 1991 2000",,
551,Physical,Horizon,BOOK,2007,12,2,The Stubb's bar-b-q cookbook : from Stubb's legendary kitchen / with Kate Heyhoe ; photography by Alexandra Grablewski.,"Stubblefield, C. B., 1931-","Barbecuing, Cooking Texas, Stubblefield C B 1931","John Wiley & Sons,",c2007.
552,Physical,Horizon,SOUNDCASS,2007,12,1,ransom of Mercy Carter,,"Indian captivities Massachusetts Fiction, Indian captivities Canada Fiction, Mohawk Indians Fiction, Massachusetts History Queen Annes War 1702 1713 Fiction, United States History Queen Annes War 1702 1713 Fiction, Deerfield Mass History Colonial period ca 1600 1775",,
553,Physical,Horizon,BOOK,2007,12,1,Autobiography as activism three Black women of the Sixties,,"Autobiography African American authors, Autobiography Women authors, Davis Angela Yvonne 1944 Angela Davis, Brown Elaine 1943 Taste of power, Shakur Assata Assata, American prose literature African American authors History and criticism, African American women political activists Biography History and criticism, American prose literature Women authors History and criticism, African Americans Biography History and criticism",,
554,Physical,Horizon,SOUNDDISC,2007,12,4,briefer history of time,,Cosmology,,
555,Physical,Horizon,VIDEODISC,2007,12,16,Robert Louis Stevenson's Treasure Island [videorecording] / RKO Radio Pictures ; Walt Disney ; screen play by Lawrence Edward Watkin ; produced by Perce Pearce ; directed by Byron Haskin.,,"Pirates Juvenile drama, Treasure troves Juvenile drama, Feature films, Childrens films, Action and adventure films, Video recordings for the hearing impaired","Disney DVD ; Distributed by Buena Vista Home Entertainment,",[2000?]
556,Physical,Horizon,VIDEOCASS,2007,12,2,Queer as folk,,"Video recordings for the hearing impaired, Male homosexuality Pennsylvania Pittsburgh Drama, Lesbianism Pennsylvania Pittsburgh Drama",,
557,Physical,Horizon,BOOK,2007,12,1,Picasso,,"Artists, Artists France Biography Juvenile literature, Picasso Pablo 1881 1973 Childhood and youth Juvenile literature, Picasso Pablo 1881 1973 Childhood and youth",,
558,Physical,Horizon,BOOK,2007,12,1,dying ground a hip hop noir novel,,"Mystery fiction, African American men Fiction, Drug traffic Fiction, Oakland Calif Fiction",,
559,Physical,Horizon,BOOK,2007,12,4,101 American English idioms : understanding and speaking English like an American / Harry Collis ; illustrated by Mario Risso.,"Collis, Harry","English language Conversation and phrase books, Americanisms, English language Idioms","Passport Books,",c1987.
560,Physical,Horizon,SOUNDDISC,2007,12,3,Country gentleman the best of Ricky Skaggs,,"Country music 1981 1990, Country music 1991 2000, Bluegrass music 1991 2000, Bluegrass music 1981 1990",,
561,Physical,Horizon,SOUNDDISC,2007,12,1,Bright spaces 2 [sound recording] : family music to benefit children in crisis.,,"Childrens songs Juvenile sound recordings, Songs","Bright Horizons Children's Centers,",p2006.
562,Physical,Horizon,BOOK,2007,12,3,"Bright lights, big city / a novel by Jay McInerney.","McInerney, Jay","Young men New York State New York Fiction, Movie novels, Black humor Literature","Vintage Books,",1984.
563,Physical,Horizon,BOOK,2007,12,2,Stephen Crane's The red badge of courage : the graphic novel / adapted by Wayne Vansant.,"Vansant, Wayne","War Comic books strips etc, Courage Comic books strips etc, Coming of age Comic books strips etc, United States History Civil War 1861 1865 Comic books strips etc, Comic books strips etc, Graphic novels","Puffin,",2005.
564,Physical,Horizon,BOOK,2007,12,1,Just the way you are,,"Love stories, Boston Mass Fiction, Foster children Fiction, Telephone answering services Fiction",,
565,Physical,Horizon,BOOK,2007,12,5,The fat cat sat on the mat / written and illustrated by Nurit Karlin.,"Karlin, Nurit","Witches Fiction, Cats Juvenile fiction, Rats Juvenile fiction, Witches Juvenile fiction, Brooms and brushes Juvenile fiction, Stories in rhyme Juvenile fiction, Cats Fiction, Rats Fiction, Brooms and brushes Fiction, Stories in rhyme","HarperCollins,",©1996.
566,Physical,Horizon,BOOK,2007,12,1,Nicky and the rainy day / Valeri Gorbachev.,"Gorbachev, Valeri","Rain and rainfall Juvenile fiction, Brothers and sisters Fiction, Rabbits Juvenile fiction, Nicky Fictitious character Pictorial works Juvenile fiction","North-South Books,",2002.
567,Physical,Horizon,BOOK,2007,12,1,"Scoop, seesaw, and raise : a book about levers / by Michael Dahl ; illustrated by Denise Shea.","Dahl, Michael",Levers Juvenile literature,"Picture Window Books,",c2006.
568,Physical,Horizon,BOOK,2007,12,3,Gust front / John Ringo.,"Ringo, John, 1963-","Human alien encounters Fiction, Life on other planets Fiction, Space warfare Fiction, Science fiction, War stories","Baen Books,","[2002], c2001."
569,Physical,Horizon,SOUNDDISC,2007,12,1,<Unknown Title>,,"English language Study and teaching Audio visual aids, English language Study and teaching Spanish speakers, English language Sound recordings for Spanish speakers, English language Self instruction",,
570,Physical,Horizon,BOOK,2007,12,1,The Italian Renaissance / Nomi J. Waldman.,"Waldman, Nomi J.","Italy Civilization 1268 1559 Juvenile literature, Italy Social life and customs To 1500 Juvenile literature, Renaissance Italy Juvenile literature","Kidhaven Press,",2004.
571,Physical,Horizon,BOOK,2007,12,1,Confessions of shameless self promoters great marketing gurus share their innovative proven and low cost marketing strategies to maximize your success,,"Mass media, Publicity, Sales promotion, Communication in marketing",,
572,Physical,Horizon,BOOK,2007,12,1,Hostage to fortune,,"Large type books, Mystery fiction, Domestic fiction, Marriage Fiction, Great Britain Fiction",,
573,Physical,Horizon,BOOK,2007,12,2,Could it be magic,,"Love stories, African Americans Fiction",,
574,Physical,Horizon,BOOK,2007,12,2,Gunpowder empire,,"Fantasy fiction, Alternative histories Fiction, Time travel Fiction, California Southern Fiction, Teenage boys Fiction, Rome Fiction",,
575,Physical,Horizon,BOOK,2007,12,1,elements of physics,,Physics,,
576,Physical,Horizon,BOOK,2007,12,1,Duende a journey into the heart of flamenco,,"Webster Jason 1970, Flamenco Spain",,
577,Physical,Horizon,SOUNDDISC,2007,12,12,Essential Steve Earle [sound recording].,"Earle, Steve","Rock music 1981 1990, Country music 1981 1990","MCA Records,",p1993.
578,Physical,Horizon,BOOK,2007,12,1,"The illustrated encyclopedia of birds of the world : the ultimate identification guide to over 1600 birds, profiling habitat, nesting, behaviour and food / David Alderton ; with illustrations by Peter Barrett.","Alderton, David, 1956-",Birds Encyclopedias,"Lorenz Books,",c2004.
579,Physical,Horizon,BOOK,2007,12,1,Beginning bonsai : the gentle art of miniature tree growing / by Shirley & Larry Student.,"Student, Shirley",Bonsai,"Charles E. Tuttle,",1993.
580,Physical,Horizon,BOOK,2007,12,1,banished bride,,"Love stories, Historical fiction, Regency fiction, England Social life and customs 19th century Fiction",,
581,Physical,Horizon,SOUNDDISC,2007,12,2,Boyz in the Sink [sound recording] : live from Paducah.,,"Childrens songs Juvenile sound recordings, Contemporary Christian music Juvenile sound recordings, Songs, Contemporary Christian music","Big Idea Records : EMI Music Christian Music Group,",p2006.
582,Physical,Horizon,BOOK,2007,12,7,Good knight sleep tight / written and illustrated by David Melling.,"Melling, David","Babies Fiction, Knights and knighthood Fiction","Barron's Educational Series, Inc.,",2005.
583,Physical,Horizon,BOOK,2007,12,8,Gabriel's angel / Nora Roberts.,"Roberts, Nora","Pregnant women Fiction, Man woman relationships Fiction, Love stories","Silhouette Books,",c1989.
584,Physical,Horizon,BOOK,2007,12,5,"The cheese lover's companion : the ultimate A-to-Z cheese guide with more than 1,000 listings for cheeses & cheese-related terms / Sharon Tyler Herbst and Ron Herbst.","Herbst, Sharon Tyler","Cheese Dictionaries, Cooking Cheese","William Morrow,",c2007.
585,Physical,Horizon,BOOK,2007,12,1,"Beekeeping for profit and pleasure, by Addison Webb, illustrated by Natalie Harlan Davis.","Webb, Addison, 1900-",Bee culture,"The Macmillan Company,",1943.
586,Physical,Horizon,SOUNDCASS,2007,12,1,Big city eyes,,"Single mothers Fiction, Mothers and sons Fiction, Women journalists New York State New York Fiction",,
587,Physical,Horizon,BOOK,2007,12,5,Island blues,,Mystery fiction,,
588,Physical,Horizon,BOOK,2007,12,3,50 great pasta sauces / by Pamela Sheldon Johns ; produced by Jennifer Barry Design ; photographs by Joyce Oudkerk Pool.,"Johns, Pamela Sheldon, 1953-","Sauces, Cooking Pasta","Andrews McMeel Pub.,",c2006.
589,Physical,Horizon,BOOK,2007,12,1,Book of hours prayers to the goddess,,"Devotional calendars, Goddess religion Prayer books and devotions English, Women Prayer books and devotions English",,
590,Physical,Horizon,BOOK,2007,12,1,Basket moon / by Mary Lyn Ray ; illustrated by Barbara Cooney.,"Ray, Mary Lyn","Basket making Juvenile fiction, Fathers and sons Juvenile fiction, Mountain life New York State Juvenile fiction, New York State Juvenile fiction","Little, Brown,",c1999.
591,Physical,Horizon,BOOK,2007,12,1,Dawns early light,,"Man woman relationships Fiction, High school students Fiction, Indiana Fiction",,
592,Physical,Horizon,SOUNDDISC,2007,12,7,Violator,,Popular music 1981 1990,,
593,Physical,Horizon,VIDEODISC,2007,12,33,jungle book,,"India Fiction, Jungle animals Fiction, Video recordings for the hearing impaired, Animated films, Childrens films, Feature films, Mowgli Fictitious character Fiction",,
594,Physical,Horizon,BOOK,2007,12,1,Dickens : his work and his world / Michael Rosen ; illustrated by Robert Ingpen.,"Rosen, Michael, 1946-","Dickens Charles 1812 1870 Juvenile literature, Novelists English 19th century Biography Juvenile literature, Authors","Candlewick Press,",2005.
595,Physical,Horizon,SOUNDDISC,2007,12,4,Not all who wander are lost [sound recording] / Chris Thile.,"Thile, Chris","Bluegrass music 1991 2000, Popular instrumental music 1991 2000","Sugar Hill Records,",p2001.
596,Physical,Horizon,VIDEOCASS,2007,12,2,Windsors a royal family Brothers at war,,"Windsor Edward Duke of 1894 1972, Windsor House of, George VI King of Great Britain 1895 1952, World War 1939 1945 Great Britain, Monarchy Great Britain History 20th century, Windsor Edward Duke of 1894 1972 Abdication 1936",,
597,Physical,Horizon,VIDEOCASS,2007,12,1,Passion,,Feature films,,
598,Physical,Horizon,BOOK,2007,12,1,Taiyō no tō / Morimi Tomihiko.,"Morimi, Tomihiko, 1979-",,"Shinchōsha,",2003.
599,Physical,Horizon,BOOK,2007,12,1,"A handbook of practical medical terms (English-Chinese) / Anthony Ng, William I. Wei = [Chung i shih yung i hsüeh tzʻu hui / Wu Chʻung-wen, Wei Lin ho pien].","Ng, Anthony","Medicine Dictionaries, English language Dictionaries Chinese","Hong Kong University Press,",c1998.
600,Physical,Horizon,BOOK,2007,12,6,A wild sheep chase / Haruki Murakami ; translated from the Japanese by Alfred Birnbaum.,"Murakami, Haruki, 1949-","Allegories, Sheep Fiction, Humorous fiction","Vintage Books,",2002.
601,Physical,Horizon,SOUNDDISC,2007,12,6,Early tracks,,Rock music 1991 2000,,
602,Physical,Horizon,SOUNDDISC,2007,12,4,Blanco f cil,,"Songs Spanish Mexico, Popular music Mexico 2001 2010",,
603,Physical,Horizon,BOOK,2007,12,1,"Lost realms of gold : South American myth / [writers, Tony Allan, Clifford Bishop, Charles Phillips].","Allen, Tony","Indian mythology South America, Tales South America, Legends South America","Time-Life Books BV,",c1998.
604,Physical,Horizon,BOOK,2007,12,2,Pillsbury best of the bake off cookbook recipes from Americas favorite cooking contest,,"Desserts, Baking, Cookery American",,
605,Physical,Horizon,SOUNDDISC,2007,12,4,Mozart effect music for babies from playtime to sleepytime,,"Music therapy Songs and music Juvenile sound recordings, Music Physiological effect Juvenile sound recordings, Symphonies Chamber orchestra Excerpts Arranged Juvenile sound recordings, Songs Arranged Excerpts Juvenile sound recordings",,
606,Physical,Horizon,BOOK,2007,12,1,Selected stories / Ring Lardner ; edited with an introduction by Jonathan Yardley.,"Lardner, Ring, 1885-1933","Baseball stories American, Humorous stories American, United States Social life and customs 20th century Fiction","Penguin Books,",1997.
607,Physical,Horizon,BOOK,2007,12,2,Giving thanks : the 1621 harvest feast / written by Kate Waters ; photographs by Russ Kendall.,"Waters, Kate","Massasoit 1580 1661 Juvenile literature, Thanksgiving Day Juvenile literature, Indians of North America Massachusetts Social life and customs Juvenile literature, Indians of North America Massachusetts Juvenile literature","Scholastic Press,",2001.
608,Physical,Horizon,BOOK,2007,12,2,Making yourself at home : finding your style and putting it all together / Jane Seymour.,"Seymour, Jane, 1951-",Interior decoration,"DK Publishing,",c2007.
609,Physical,Horizon,VIDEODISC,2007,12,7,"Tiempo de tormenta [videorecording] = Stormy weather / una producción de Andrés Vicente Gómez para Enrique Cerezo, P.C., Lolafilms, S.A. & Iberoamericana Films Production S.A. con la participación de Television Española y Canal + España una película de Pedro Olea ; productor, Andrés Vicente Gómez, Enrique Cerezo ; guión, Joaquín Górriz, Miguel Angel Fernández ; director, Pedro Olea.",,"Triangles Interpersonal relations Drama, Drug addicts Rehabilitation Drama, Feature films, Thrillers Motion pictures, Motion pictures Spanish","Studio Latino : Ventura Distribution,",2006.
610,Physical,Horizon,SOUNDDISC,2007,12,1,Gregorian chant,,"Masses, Gregorian chants",,
611,Physical,Horizon,BOOK,2007,12,1,Blushing pink,,"Love stories, Sisters Fiction, Weddings Fiction, Single women Fiction, Bridegrooms Fiction",,
612,Physical,Horizon,BOOK,2007,12,7,The iron horse / Edward Marston.,"Marston, Edward","Colbeck Robert Fictitious character Fiction, Leeming Victor Fictitious character Fiction, Police Great Britain History 19th century Fiction, Railroad travel Great Britain History 19th century Fiction, Horse racing Corrupt practices Fiction, Mystery fiction","Allison & Busby,",2007.
613,Physical,Horizon,BOOK,2007,12,41,Harry Potter and the Order of the Phoenix / by J.K. Rowling ; illustrations by Mary Grandpré.,"Rowling, J. K.","Potter Harry Fictitious character Juvenile fiction, Wizards Juvenile fiction, Magic Fiction, Boarding schools Juvenile fiction, Hogwarts School of Witchcraft and Wizardry Imaginary organization Juvenile fiction, England Juvenile fiction, Fantasy Fiction","Scholastic,",2003.
614,Physical,Horizon,BOOK,2007,12,3,Ernestine Amanda summer camp ready or not,,"African Americans Fiction, Camps Fiction",,
615,Physical,Horizon,BOOK,2007,12,1,Mohawk / Sierra Adare.,"Adare, Sierra","Mohawk Indians History Juvenile literature, Mohawk Indians Social life and customs Juvenile literature, Mohawk Indians Juvenile literature, Indians of North America New York State Juvenile literature","Gareth Stevens Pub.,",2003.
616,Physical,Horizon,SOUNDDISC,2007,12,4,The Donnas turn 21 [sound recording].,Donnas (Musical group),Rock music 2001 2010,"Lookout! Records,",p2001.
617,Physical,Horizon,BOOK,2007,12,1,ship called Hope,,Hope Hospital ship,,
618,Physical,Horizon,BOOK,2007,12,1,complete pebble mosaic handbook,,"Pebbles, Mosaics Technique",,
619,Physical,Horizon,SOUNDDISC,2007,12,4,Lenny,,Rock music 2001 2010,,
620,Physical,Horizon,BOOK,2007,12,1,Apollo,,"Mythology Greek, Apollo Greek deity, Mythology Greek Juvenile literature, Apollo Greek deity Juvenile literature",,
621,Physical,Horizon,BOOK,2007,12,1,Ben xing nan yi / [zuo zhe Ni Kuang].,"Ni, Kuang",,"Huang guan wen hua chu ban you xian gong si,",1999.
622,Physical,Horizon,BOOK,2007,12,1,civil contract,,"Love stories, Large type books, Regency fiction, Great Britain History 1714 1837 Fiction",,
623,Physical,Horizon,BOOK,2007,12,1,Shanghai bao bei / Wei Hui chu.,"Wei, Hui",,"Chun feng wen yi chu ban she,",1999.
624,Physical,Horizon,SOUNDDISC,2007,12,2,Egyptian rai,,"Belly dance music, Dance music Arab countries",,
625,Physical,Horizon,BOOK,2007,12,3,Chicks with sticks its a purl thing,,"Friendship Fiction, Chicago Ill Fiction, Interpersonal relations Fiction, Knitting Fiction",,
626,Physical,Horizon,BOOK,2007,12,1,A great day in Cooperstown : the improbable birth of baseball's hall of fame / Jim Reisler.,"Reisler, Jim, 1958-","National Baseball Hall of Fame and Museum, Baseball United States History 20th century","Carroll & Graf Pub.,",2006.
627,Physical,Horizon,BOOK,2007,12,1,Family affair,,"Family life Fiction, African Americans Fiction, Restaurants Employees Fiction",,
628,Physical,Horizon,BOOK,2007,12,3,Killer insight a psychic eye mystery,,"Mystery fiction, Women detectives Fiction, Psychics Fiction, Cooper Abby Fictitious character Fiction",,
629,Physical,Horizon,BOOK,2007,12,1,Saint Tail 4,,Graphic novels Japan Translations into English,,
630,Physical,Horizon,BOOK,2007,12,3,phantom of the Opera,,"Horror fiction, Opera Fiction, Musical fiction, Phantom of the Opera Fictitious character Fiction, Paris France Fiction, Composers Fiction",,
631,Physical,Horizon,BOOK,2007,12,1,sixth grade nickname game,,"Schools Fiction, Humorous stories, Nicknames Fiction",,
632,Physical,Horizon,KIT,2007,12,3,Japanese word book,,"Japanese language Vocabulary Juvenile literature, Japanese language materials Bilingual, Picture dictionaries Japanese, Japanese language Vocabulary, Picture dictionaries Japanese Juvenile literature",,
633,Physical,Horizon,BOOK,2007,12,2,Evan can wait [text (large print)] : a Constable Evans mystery / Rhys Bowen.,"Bowen, Rhys","Evans Evan Fictitious character Fiction, Police Wales Fiction, Large type books, Wales Fiction, Mystery fiction","G.K. Hall,",2001.
634,Physical,Horizon,BOOK,2007,12,1,"Mim, gym, and June / written and illustrated by Denis Roche.","Roche, Denis (Denis M.)","Bullies Fiction, Schools Fiction","Houghton Mifflin,",2003.
635,Physical,Horizon,BOOK,2007,12,1,Molly Pitcher young patriot,,"Monmouth Battle of Freehold N J 1778, Pitcher Molly 1754 1832, United States History Revolution 1775 1783 Biography, Revolutionaries United States Biography Juvenile literature, Monmouth Battle of Freehold N J 1778 Juvenile literature, Pitcher Molly 1754 1832 Childhood and youth Juvenile literature",,
636,Physical,Horizon,VIDEODISC,2007,12,7,Bound,,"Gangsters Drama, Video recordings for the hearing impaired, Feature films, Money Drama",,
637,Physical,Horizon,BOOK,2007,12,1,Who I am by Caitlin OConner,,"Christian life Fiction, Conduct of life Fiction, Diaries Fiction, High schools Fiction, Interpersonal relations Fiction",,
638,Physical,Horizon,BOOK,2007,12,1,Tu fu : chen yu shi ren / Tan Jishan bian yi ; [yuan zhu Senye Fanfu].,"Morino, Shigeo, 1935-","Du Fu 712 770, Poets Chinese Biography","Wan sheng chu ban you xian gong si : Zong jing xiao Wan sheng shu dian,",min guo 72 [1983]
639,Physical,Horizon,VIDEOCASS,2007,12,1,journal dune femme de chambre The diary of a chambermaid,,"Feature films, Women domestics France Drama",,
640,Physical,Horizon,BOOK,2007,12,1,educational writings of John Locke a critical edition with introduction and notes,,Education Early works to 1800,,
641,Physical,Horizon,BOOK,2007,12,1,"Hitler's silent partners : Swiss banks, Nazi gold, and the pursuit of justice / Isabel Vincent.","Vincent, Isabel, 1965-","World War 1939 1945 Destruction and pillage Europe, World War 1939 1945 Confiscations and contributions Europe, Banks and banking Corrupt practices Switzerland, Jewish property Switzerland, Jews Europe Claims, World War 1939 1945 Economic aspects Germany, World War 1939 1945 Reparations","W. Morrow,",c1997.
642,Physical,Horizon,SOUNDCASS,2007,12,1,This time love,,"Love stories, Single mothers Fiction, New Mexico Fiction",,
643,Physical,Horizon,BOOK,2007,12,2,left hand of God taking back our country from the religious right,,"Democratic Party U S, Religion and politics United States, Christianity and politics United States, Conservatism Religious aspects Christianity, Religious right United States, Conservatism Religious aspects",,
644,Physical,Horizon,BOOK,2007,12,1,The human line / Ellen Bass.,"Bass, Ellen",,"Copper Canyon Press,",c2007.
645,Physical,Horizon,BOOK,2007,12,2,How to write great essays / Lauren Starkey.,"Starkey, Lauren B., 1962-","English language Rhetoric Problems exercises etc, Essay Authorship Problems exercises etc, Report writing Problems exercises etc","LearningExpress,",c2004.
646,Physical,Horizon,BOOK,2007,12,1,Mouth / by Cynthia Klingel and Robert B. Noyed ; photographs by Gregg Andersen.,"Amoroso, Cynthia",Mouth Juvenile literature,"WeeklyReader Early Learning Library,",2002.
647,Physical,Horizon,VIDEODISC,2007,12,7,potty movie for boys starring Henry,,"Toilet training Juvenile films, Childrens films",,
648,Physical,Horizon,SOUNDDISC,2007,12,4,Hear gone in 60 seconds one minute songs by an awesome array of award winning artists,,"Songs, Childrens songs Juvenile sound recordings",,
649,Physical,Horizon,BOOK,2007,12,4,Hi Word Bird,,Birds Fiction,,
650,Physical,Horizon,BOOK,2007,12,3,The art of the interview : lessons from a master of the craft / Lawrence Grobel.,"Grobel, Lawrence","Interviewing in journalism, Interviewing in mass media","Three Rivers Press,",c2004.
651,Physical,Horizon,BOOK,2007,12,2,Evolution me other freaks of nature,,"Christian life Fiction, Schools Fiction, Conduct of life Fiction, High schools Fiction, Interpersonal relations Fiction, Evolution Fiction, Blogs Fiction",,
